label,sentence
0,"['Am', 'Am/E', 'Am/C', 'Am', 'Dm', 'Dm/A', 'Dm/F', 'Dm', 'Am', 'Bsus4', 'Am/C', 'Dm6', 'Dm6/C', 'Dm6/B', 'Dm6/A', 'E', 'E/D', 'E/C', 'E/B', 'Am', 'Am/E', 'Am', 'Am/C', 'E', 'E/D', 'E/C', 'E/B', 'Am', 'Am/E', 'Am', 'Am/E', 'Am', 'Am/E', 'Am', 'F', 'F/C', 'F', 'F', 'G', 'G/D', 'C', 'Dm', 'Dm/A', 'Dm', 'Dm/A', 'Am', 'Am/E', 'Am', 'E', 'E', 'Am', 'G7', 'G7/F', 'G7/E', 'G7/D', 'C', 'G7', 'C', 'Am', 'Am/C', 'F6']"
1,"['G', 'G/B', 'C', 'D7', 'G', 'G/B', 'C', 'D7', 'G', 'G/B', 'C', 'D7', 'G', 'G/B', 'C', 'D7', 'G', 'G/B', 'C', 'Dsus4', 'B/D#', 'Em', 'Am', 'G/B', 'C', 'D7', 'G', 'G/B', 'C', 'D7', 'B/D#', 'Em', 'Eb', 'Dm7', 'Cm7', 'D7', 'C', 'Dsus4', 'Em', 'C', 'Dsus4', 'C', 'Dsus4', 'Em', 'Am7', 'Bm7', 'C', 'D7', 'Dm7/G', 'C', 'G/B', 'Am7', 'Am7/D', 'Em', 'Dm7/G', 'C', 'G/B', 'Am7', 'D7', 'G', 'G/B']"
-1,"['Am', 'BbM7', 'Am', 'BbM7', 'Am', 'BbM7', 'Am', 'A7/C#', 'Dm7', 'C6', 'A7/C#', 'Dm7', 'C6', 'A7/C#', 'Dm', 'Dm7/C', 'BbM7', 'FM7', 'Eb', 'Dm', 'F/C', 'E7/B', 'A', 'A7/C#', 'Dm', 'C6', 'BbM7', 'Am7', 'A7/C#', 'Dm', 'C6', 'BbM7', 'Am7', 'Bb6', 'A7', 'BbM7', 'A7', 'A7/C#', 'Dm', 'Dm7/C', 'BbM7', 'FM7', 'Eb', 'Dm', 'F/C', 'Bb', 'A7', 'Dm', 'Dm', 'C', 'Bb', 'Am7', 'Dm7', 'G7', 'Dm', 'C', 'Bb', 'Am7', 'Dm7', 'G7', 'Dm']"
5,"['B', 'B', 'G#m', 'E', 'D#m', 'E', 'B', 'G#m', 'E', 'D#m', 'E', 'E', 'D#m', 'E', 'G#m', 'C#', 'F#', 'B', 'G#m', 'E', 'F#', 'E', 'D#m', 'G#m', 'B', 'B', 'B', 'G#m', 'E', 'D#m', 'E', 'B', 'G#m', 'E', 'D#m', 'E', 'E', 'D#m', 'E', 'G#m', 'C#', 'F#', 'B', 'G#m', 'E', 'F#', 'E', 'D#m', 'G#m', 'B', 'B', 'G#m', 'E', 'D#m', 'E', 'B', 'G#m', 'E', 'D#m', 'E', 'E']"
0,"['C', 'Dm/C', 'Em/C', 'F/C', 'C', 'Dm/C', 'Em/C', 'Dm/C', 'C', 'Dm/C', 'Em/C', 'F/C', 'C', 'Dm/C', 'Em/C', 'Dm/C', 'C', 'Em7', 'Am7', 'Em7', 'Dm7', 'G7', 'CM7', 'Am7', 'Dm7', 'G7', 'C', 'Dm/C', 'Em/C', 'F/C', 'C', 'Dm/C', 'Em/C', 'Dm/C', 'C', 'Em7', 'Am7', 'Em7', 'Dm7', 'G7', 'CM7', 'Am7', 'Dm7', 'G7', 'C', 'Dm/C', 'Em/C', 'C7', 'FM7', 'G', 'Em7', 'Am7', 'FM7', 'G', 'Em7', 'Am7', 'FM7', 'G', 'Em7', 'Am7', 'Dm7']"
1,"['G/B', 'Cadd9', 'Dsus4', 'Em7', 'G/B', 'Cadd9', 'Dsus4', 'G', 'G/B', 'Cadd9', 'Dsus4', 'Em7', 'G/B', 'Cadd9', 'Dsus4', 'G', 'G/B', 'Cadd9', 'Dsus4', 'Em7', 'G/B', 'Cadd9', 'Dsus4', 'G', 'G/B', 'Cadd9', 'Dsus4', 'Em7', 'G/B', 'Cadd9', 'Dsus4', 'G', 'G/B', 'Cadd9', 'Dsus4', 'Em7', 'G/B', 'Cadd9', 'Dsus4', 'G', 'G/B', 'Cadd9', 'Dsus4', 'Em7', 'G/B', 'Cadd9', 'Dsus4', 'G', 'G/B', 'Cadd9', 'Dsus4', 'Em7', 'G/B', 'Cadd9', 'Dsus4', 'G', 'Am7 ', 'G/B', 'Am7 ', 'Em7', 'Am7 ']"
-5,"['Absus4', 'Absus4', 'Absus4', 'Absus4', 'Ab', 'Bbm', 'Cb', 'Ab/C', 'DbM7', 'Dbaug/G', 'GbM7', 'GbmM7', 'Fm7', 'Bb7 ', 'Bb7', 'Ebm7', 'Ebm7', 'Absus4', 'DbM7', 'Ebm7', 'Fm7', 'Bb7sus4', 'Bbm7', 'Ebm7', 'Ebm7/Ab', 'DbM7', 'Ebm7', 'Absus4', 'DbM7', 'Gbm6', 'Fm7', 'Bb7sus4', 'Bb7', 'Ebm7', 'Ebm7/Ab', 'Dbsus4', 'Db', 'Fm7', 'Bbm', 'Ebm7', 'Ab', 'Gb', 'Fm7', 'Bbm7', 'Ebm7', 'Eb7/G', 'Absus4', 'Ab', 'Eb', 'Fm', 'Gb', 'Gm-5', 'Absus4', 'DbM7', 'Dbaug/G', 'GbM7', 'GbmM7', 'Fm7', 'Bb7sus4', 'Bb7', 'Ebm7']"
3,"['F#m', 'Bm6/D', 'F#m', 'Bm6/D', 'F#m', 'Bm6/D', 'F#m', 'Bm6/D', 'F#m', 'Bm6/F#', 'F#m', 'Bm6/D', 'F#m', 'Bm6/F#', 'F#m', 'Bm6/D', 'F#m7 ', 'Em69', 'DM7', 'C#m7', 'DM7', 'Bm', 'C#7sus4', 'C#7', 'F#m', 'E69', 'Bm7', 'D', 'C#7 ', 'F#m', 'C#', 'F#m/C#', 'C#7', 'F#m', 'E69', 'Bm7', 'D', 'C#7 ', 'F#m', 'Bm7', 'C#m7', 'F#', 'F#m', 'Bm6/D', 'F#m', 'Bm6/D', 'F#m', 'Bm6/D', 'F#m', 'Bm6/D', 'F#m', 'Bm6/F#', 'F#m', 'Bm6/D', 'F#m', 'Bm6/F#', 'F#m', 'Bm6/D', 'F#m7 ', 'Em69', 'DM7']"
4,"['Eadd9', 'G#m', 'A', 'B', 'A', 'B/G#', 'E', 'G#m', 'A', 'B', 'E', 'E/G#', 'A', 'B', 'E', 'E/G#', 'A', 'B', 'E', 'G#', 'C#m', 'B6', 'F#/A#', 'F#', 'A', 'B', 'G#m', 'C#', 'F#m', 'F#/A#', 'Bsus4', 'E', 'G#', 'C#m', 'B', 'F#/A#', 'F#', 'A', 'B', 'G#m', 'C#', 'F#m', 'B', 'E', 'B', 'E', 'G#m', 'A', 'F#/A#', 'Bsus4', 'B', 'E', 'G#m', 'A', 'B', 'E', 'A', 'B', 'G#m', 'C#m', 'A']"
-5,"['F7', 'BbM7', 'DbM7', 'GbM7', 'F7', 'Faug/B', 'BbM7', 'DbM7', 'GbM7', 'Cb7', 'Abaug/D', 'DbM7', 'Dbaug/G', 'GbM7', 'Bbbaug/Cb', 'Fm7', 'Bbm7-5 /Fb', 'Ebm7 ', 'GbM7/Ab', 'Abaug/D', 'DbM7', 'Dbaug/G', 'GbM7 ', 'Bbbaug/Cb', 'Fm7', 'Bb7 ', 'Ebm7', 'Ebm7/Ab', 'DbM7', 'Ddim7', 'Ebm7 ', 'F7/Ab', 'BbM7 ', 'Fm7 ', 'Ebbaug/Fb', 'Ebm7 ', 'Gbm7 ', 'GbM7/Cb', 'Ab/C', 'F7 ', 'BbM7', 'GbM7', 'Ab', 'Ab7/Db', 'Db', 'Db/Cb', 'Gb/Bb', 'Ebm7-5/Bbb', 'Db/Ab', 'Faug7 ', 'BbM7', 'GbM7', 'Ab', 'Ab7/Db', 'Db', 'Db/Cb', 'Gb/Bb', 'Ebm7-5/Bbb', 'Db/Ab', 'BbbaugM7/Cb', 'BbM7']"
-3,"['Ab', 'Ab', 'Ab', 'Eb', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Fm7', 'Gm7', 'Abm', 'Bbm', 'Eb', 'Ab', 'Eb/G', 'Ab', 'Eb', 'Fm7', 'Bb', 'Bdim', 'Cm', 'CmM7/B', 'Cm7/Bb', 'F/A', 'Fm7', 'Gm7', 'Ab', 'Ab', 'Eb', 'Ab', 'Eb/G', 'Eb/G', 'Ab', 'Eb', 'Fm7', 'Bb', 'Bdim', 'Cm', 'CmM7/B', 'Cm7/Bb', 'F/A', 'Fm7', 'Gm7', 'Ab', 'Bb', 'Eb', 'Fm7', 'Gm7', 'Ab', 'Bb', 'Eb', 'Fm7', 'Gm7', 'Abm', 'Bbsus4', 'Bb']"
5,"['G#m/B', 'A9 ', 'C#m9', 'D#7 ', 'G#m7', 'B9', 'Fm7-5', 'EM7', 'A#m7-5', 'D#7', 'C#m9', 'D#7 ', 'G#m7', 'B9', 'Fm7-5', 'EM7', 'D#aug7 ', 'C#m9', 'D#7 ', 'G#m7', 'B7', 'Fm7-5', 'EM7', 'A#m7-5', 'D#7', 'A#', 'C#m9', 'D#7 ', 'G#m7', 'B7', 'Fm7-5', 'EM7', 'D#7 ', 'G#', 'C#m9', 'D#7 ', 'G#m7', 'B9', 'Fm7-5', 'EM7', 'A#m7-5', 'D#7', 'C#m9', 'D#7 ', 'G#m7', 'G7-5', 'F#m7', 'B7', 'Fm7-5', 'EM7', 'D#7 ', 'Ddim7', 'C#m9', 'C7 ', 'B9 ', 'G#m/B', 'D#7 ', 'G#m7', 'C#9', 'F#9', 'B7']"
-4,"['Ab/C', 'Dbadd9', 'Ab/C', 'Dbadd9', 'Bbm7 ', 'Ab/C', 'Ab/C', 'Eb', 'Fm7', 'Dbadd9', 'Ebsus4', 'Ab', 'Fm7', 'Dbadd9', 'Ebsus4', 'Ab', 'Eb/G', 'Fm7', 'Cm7', 'Dbadd9', 'Ebsus4', 'Eb', 'Dbadd9', 'Ebsus4', 'Ab', 'Fm7', 'Dbadd9', 'Ab', 'Edim7', 'Fm7', 'Dbadd9', 'Ebsus4', 'Ab', 'Fm7', 'Dbadd9', 'Ab/C', 'Abm6/B', 'Bb7sus4', 'Ebsus4', 'Dbadd9', 'Eb', 'Ab/C', 'Dbadd9', 'Ab/C', 'Dbadd9', 'Bbm7 ', 'Ab/C', 'Dbadd9', 'Eb', 'Fm7', 'Dbadd9', 'Eb', 'Ab', 'Fm7', 'Dbadd9', 'Eb', 'Ab', 'Eb/G', 'Fm7', 'Cm7', 'Dbadd9']"
4,"['E', 'A/E', 'B/E', 'E', 'B/D#', 'C#m', 'G#m/B', 'A', 'A', 'B', 'Esus4', 'Esus4', 'E', 'Esus4', 'E', 'E', 'G#m', 'A', 'B', 'E', 'E', 'B/D#', 'C#m', 'G#m', 'A', 'B', 'E', 'E', 'G#m', 'A', 'B', 'E', 'E', 'B/D#', 'C#m', 'G#m', 'A', 'B', 'E', 'B', 'C#m', 'G#m', 'A', 'B', 'E', 'B/D#', 'C#m', 'G#m', 'A', 'F#', 'B', 'G#', 'A', 'B', 'E', 'A', 'B', 'E', 'G#', 'A', 'B']"
-6,"['D#m', 'Badd9', 'C#sus4', 'C#sus4', 'C#', 'D#m', 'Badd9', 'G#m', 'A#m', 'Badd9', 'C#', 'D#m', 'Badd9', 'C#', 'F#', 'D#m', 'Badd9', 'C#', 'F#', 'D#m', 'Badd9', 'C#', 'F#', 'D#m', 'Badd9', 'C#', 'D#m', 'Badd9', 'G#m', 'A#m', 'Badd9', 'C#', 'D#m', 'Badd9', 'G#m', 'A#m', 'Badd9', 'C#', 'Badd9', 'C#', 'D#m', 'C#sus4', 'C#sus4', 'C#', 'A#', 'Badd9', 'C#', 'D#m', 'A#m', 'Badd9', 'G#/C', 'C#', 'F#', 'D#m', 'Badd9', 'C#', 'D#m', 'A#m', 'G#m', 'Badd9', 'C#']"
3,"['Bm7', 'C#7 ', 'F#M7', 'Bm7', 'E7 ', 'AM7', 'C#7sus4', 'C#7', 'F#m', 'E69', 'DM7', 'C#7sus4', 'C#m7', 'Bm7', 'C#7', 'F#m7', 'E', 'C#7/G#', 'F#m', 'E69', 'DM7', 'C#7sus4', 'C#m7', 'Bm7', 'G#m7-5', 'C#7sus4', 'C#7', 'Bm', 'E7', 'E7/D', 'C#m', 'F#m', 'Bm', 'G#7', 'C#7', 'C#7', 'Bm7', 'E7', 'AM7', 'F#m7', 'Bm7', 'G#m7-5', 'C#7sus4', 'C#7', 'Bm7', 'E7', 'AM7', 'F#m7', 'Bm7', 'C#7', 'F#m', 'E69', 'DM7', 'C#7sus4', 'C#m7', 'F#m', 'E69', 'DM7', 'C#7sus4', 'C#m7', 'Bm7']"
4,"['E', 'B/D#', 'A/C#', 'Bsus4', 'B', 'E', 'E', 'E/D#', 'E/C#', 'E/B', 'AM7', 'G#', 'G#/B#', 'C#sus4', 'C#m/B', 'C#m/A', 'E/G#', 'F#', 'F#/E', 'F#/D#', 'F#/C#', 'A/B', 'B7', 'E', 'E/D#', 'E/C#', 'E/B', 'AM7', 'G#', 'G#/B#', 'C#sus4', 'C#m/B', 'C#m/A', 'E/G#', 'F#', 'F#/E', 'F#/D#', 'F#/C#', 'A/B', 'B7', 'F#m7', 'F#m7/B', 'EM7/C#', 'EM7/B', 'F#m7', 'F#m7/B', 'EM7/C#', 'F#m7', 'F#m7/B', 'G#7sus4/D#', 'G#7', 'C#m7', 'F#m7', 'F#m7/B', 'Esus4', 'E', 'F#m7/B', 'E', 'E/D#', 'E/C#', 'E/B']"
1,"['CM9', 'B7 ', 'Bm7/E', 'Em7', 'G7/F', 'CM9', 'B7 ', 'Bm7/E', 'Em7', 'G7/F', 'CM9', 'B7 ', 'Bm7/E', 'Em7', 'G7/F', 'CM9', 'B7 ', 'Bm7/E', 'Em7', 'G7/F', 'CM9', 'B7 ', 'Bm7/E', 'Em7', 'G7/F', 'CM9', 'B7 ', 'Bm7/E', 'Em7', 'G7/F', 'CM9', 'B7 ', 'Em9', 'Dm7', 'G7', 'Am7', 'Bm7', 'E9', 'EM9', 'CM9', 'B7 ', 'Em9', 'G7', 'Am7', 'B7 ', 'Em7', 'Ebm7', 'Dm7', 'G7 ', 'CM9', 'B7 ', 'Em9', 'A7 ', 'Am7', 'B7 ', 'Bm7/E', 'Em7', 'CM9', 'B7 ', 'Em9', 'G7']"
1,"['G', 'D/F#', 'B', 'Em', 'Bm/D', 'Bm', 'C', 'G/B', 'A', 'G/D', 'D', 'C', 'Cm', 'G/B', 'Cadd9', 'D', 'Em', 'G/B', 'Cadd9', 'D', 'G', 'G/B', 'Cadd9', 'D', 'Em', 'G/B', 'Cadd9', 'D', 'G', 'B', 'Em', 'Bm', 'C', 'G', 'D/F#', 'Em', 'Bm', 'C', 'D', 'G', 'D', 'G', 'D/F#', 'B', 'Em', 'G/D', 'Bm', 'C', 'G/B', 'A', 'G/D', 'D', 'G', 'D/F#', 'B', 'Em', 'G/D', 'Bm', 'C', 'G/B', 'A']"
